Order,Level,short_code,long_code,long_parent,code,parent,description
927457,4,340391,3.40391E+11,3.403E+11,,34.03,
927458,5,340391,3.40391E+11,3.40391E+11,3403.91,,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment of leather. furskins or other material not containing petroleum oil or bituminous mineral oil
927459,5,340399,3.40399E+11,3.40391E+11,3403.99,,Lubricant preparations. incl. cutting-oil preparations. bolt or nut release preparations. anti-rust or anti-corrosion preparations and mould-release preparations. based on lubricants but not containing petroleum oil or bituminous mineral oil (excl. preparations for the treatment of textiles. leather. furskins and other materials)
927460,3,340400,3.404E+11,3.40021E+11,34.04,34,Artificial waxes and prepared waxes
927461,4,340420,3.4042E+11,3.404E+11,3404.2,34.04,"Poly""oxyethylene"" [polyethylene glycol] waxes"
927462,4,340490,3.4049E+11,3.404E+11,3404.9,34.04,"Artificial waxes and prepared waxes (excl. poly""oxyethylene"" [polyethylene glycol] waxes)"
927463,3,340500,3.405E+11,3.40021E+11,34.05,34,Shoe polish. furniture wax and floor waxes. polishes and creams for coachwork. glass or metal. scouring pastes and powders and similar preparations. whether or not in the form of paper. wadding. felt. nonwovens. sponge plastics. cellular plastics or cellular rubber. impregnated. coated or covered with such preparations (excl. artificial and prepared waxes of heading 3404)
927464,4,340510,3.4051E+11,3.405E+11,3405.1,34.05,Polishes. creams and similar preparations. for footwear or leather. whether or not in the form of paper. wadding. felt. nonwovens. cellular plastics or cellular rubber. impregnated. coated or covered with such preparations (excl. artificial and prepared waxes of heading 3404)
927465,4,340520,3.4052E+11,3.405E+11,3405.2,34.05,Polishes. creams and similar preparations. for the maintenance of wooden furniture. floors or other woodwork. whether or not in the form of paper. wadding. felt. nonwovens. cellular plastics or cellular rubber. impregnated. coated or covered with such preparations (excl. artificial and prepared waxes of heading 3404)
927466,4,340530,3.4053E+11,3.405E+11,3405.3,34.05,Polishes and similar preparations for coachwork. whether or not in the form of paper. wadding. felt. nonwovens. cellular plastics or cellular rubber. impregnated. coated or covered with such preparations (excl. artificial and prepared waxes of heading 3404 and metal polishes)
927467,4,340540,3.4054E+11,3.405E+11,3405.4,34.05,Scouring pastes and powders and other scouring preparations. whether or not in the form of paper. wadding. felt. nonwovens. cellular plastics or cellular rubber. impregnated. coated or covered with such preparations
927468,4,340590,3.4059E+11,3.405E+11,3405.9,34.05,Glass or metal polishes. whether or not in the form of paper. wadding. felt. nonwovens. cellular plastics or cellular rubber. impregnated. coated or covered with such preparations
927469,3,340600,3.406E+11,3.40021E+11,3406,34,Candles. tapers and the like
927470,3,340700,3.407E+11,3.40021E+11,3407,34,"Modelling pastes. incl. those put up for children's amusement; preparations known as ""dental wax"" or as ""dental impression compounds"". put up in sets. in packings for retail sale or in plates. horseshoe shapes. sticks or similar forms; other preparations for use in dentistry. with a basis of plaster ""of calcined gypsum or calcium sulphate"""
927471,2,350021,3.50021E+11,2.80011E+11,35,V.,ALBUM.NO.DAL SUBSTANCES; MOD.F.ED STARCHES; GLUES; ENZYMES
927472,3,350100,3.501E+11,3.50021E+11,35.01,35,Casein. caseinates and other casein derivatives; casein glues (excl. those packaged as glue for retail sale and weighing net <= 1 kg)
927473,4,350110,3.5011E+11,3.501E+11,3501.1,35.01,Casein
927474,4,350190,3.5019E+11,3.501E+11,3501.9,35.01,Caseinates and other casein derivatives; casein glues (excl. those put up for retail sale as glue and weighing <= 1 kg. and organic or inorganic compounds of mercury whether or not chemically defined)
927475,3,350200,3.502E+11,3.50021E+11,35.02,35,Albumins. incl. concentrates of two or more whey proteins containing by weight > 80% whey proteins. calculated on the dry matter. albuminates and other albumin derivatives
927476,4,350211,3.50211E+11,3.502E+11,,35.02,
927477,5,350211,3.50211E+11,3.50211E+11,3502.11,,"Egg albumin. dried ""e.g. in sheets. scales. flakes. powder"""
927478,5,350219,3.50219E+11,3.50211E+11,3502.19,,Egg albumin (excl. dried [e.g. in sheets. scales. flakes. powder])
927479,4,350220,3.5022E+11,3.502E+11,3502.2,35.02,"Milk albumin ""lactalbumin"". incl. concentrates of two or more whey proteins containing by weight > 80% whey proteins. calculated on the dry matter"
927480,4,350290,3.5029E+11,3.502E+11,3502.9,35.02,Albumins. albuminates and other albumin derivatives (excl. egg albumin and milk albumin [incl. concentrates of two or more whey proteins containing by weight > 80% whey proteins. calculated on the dry matter]. and organic or inorganic compounds of mercury whether or not chemically defined)
927481,3,350300,3.503E+11,3.50021E+11,3503,35,Gelatin. whether or not in square or rectangular sheets. whether or not surface-worked or coloured. and gelatin derivatives; isinglass; other glues of animal origin (excl. those packaged as glue for retail sale and weighing net <= 1 kg. and casein glues of heading 3501)
927482,3,350400,3.504E+11,3.50021E+11,3504,35,Peptones and their derivatives; other protein substances and their derivatives. n.e.s.; hide powder. whether or not chromed (excl. organic or inorganic compounds of mercury whether or not chemically defined)
927483,3,350500,3.505E+11,3.50021E+11,35.05,35,Dextrins and other modified starches. e.g. pregelatinised or esterified starches; glues based on starches. dextrins or other modified starches (excl. those put up for retail sale and weighing net <= 1 kg)
927484,4,350510,3.5051E+11,3.505E+11,3505.1,35.05,Dextrins and other modified starches. e.g. pregelatinised or esterified starches
927485,4,350520,3.5052E+11,3.505E+11,3505.2,35.05,Glues based on starches. dextrins or other modified starches (excl. those put up for retail sale and weighing net <= 1 kg)
927486,3,350600,3.506E+11,3.50021E+11,35.06,35,Prepared glues and other prepared adhesives. n.e.s.; products suitable for use as glues or adhesives. put up for retail sale as glues or adhesives. and weighing net <= 1 kg
927487,4,350610,3.5061E+11,3.506E+11,3506.1,35.06,Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives. with a net weight of <= 1 kg
927488,4,350691,3.50691E+11,3.506E+11,,35.06,
927489,5,350691,3.50691E+11,3.50691E+11,3506.91,,Adhesives based on polymers of heading 3901 to 3913 or on rubber (excl. products suitable for use as glues or adhesives put up for retail sale as glues or adhesives. with a net weight of <= 1 kg)
927490,5,350699,3.50699E+11,3.50691E+11,3506.99,,Glues. prepared. and other prepared adhesives. n.e.s.
927491,3,350700,3.507E+11,3.50021E+11,35.07,35,Enzymes; prepared enzymes. n.e.s.
927492,4,350710,3.5071E+11,3.507E+11,3507.1,35.07,Rennet and concentrates thereof
927493,4,350790,3.5079E+11,3.507E+11,3507.9,35.07,Enzymes and prepared enzymes. n.e.s. (excl. rennet and concentrates thereof)
927494,2,360021,3.60021E+11,2.80011E+11,36,V.,EXPLOS.VES; PYROTECHN.C PRODUCTS; MATCHES; PYROPHOR.C ALLOYS; CERTA.N COMBUST.BLE PREPARAT.ONS
927495,3,360100,3.601E+11,3.60021E+11,3601,36,Propellent powders
927496,3,360200,3.602E+11,3.60021E+11,3602,36,Prepared explosives (excl. propellent powders)
927497,3,360300,3.603E+11,3.60021E+11,3603,36,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators (excl. grenade detonators and cartridge cases. whether or not with percussion caps)
927498,3,360400,3.604E+11,3.60021E+11,36.04,36,Fireworks. signalling flares. rain rockets. fog signals and other pyrotechnic articles (excl. cartridge blanks)
927499,4,360410,3.6041E+11,3.604E+11,3604.1,36.04,Fireworks
927500,4,360490,3.6049E+11,3.604E+11,3604.9,36.04,Signalling flares. rain rockets. fog signals and other pyrotechnic articles (excl. fireworks and cartridge blanks)
927501,3,360500,3.605E+11,3.60021E+11,3605,36,Matches (excl. pyrotechnic articles of heading 3604)
927502,3,360600,3.606E+11,3.60021E+11,36.06,36,Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde. hexamethylenetetramine and similar products in tablets. sticks or similar forms. for use as fuel; alcohol-based fuels and prepared fuels of a similar kind. solid or in paste form; liquid gases and liquid fuels for lighters or igniters. in containers of <= 300 cc; resin torches. firelighters and the like
927503,4,360610,3.6061E+11,3.606E+11,3606.1,36.06,Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette or similar lighters. with a capacity of <= 300 cmÎ_
927504,4,360690,3.6069E+11,3.606E+11,3606.9,36.06,Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde. hexamethylenetetramine and similar products in tablets. sticks or similar forms. for use as fuel; alcohol-based fuels and prepared fuels of a similar kind. whether solid or in paste form; resin torches. firelighters and the like
927505,2,370021,3.70021E+11,2.80011E+11,37,V.,PHOTOGRAPH.C OR C.NEMATOGRAPH.C GOODS
927506,3,370100,3.701E+11,3.70021E+11,37.01,37,Photographic plates and film in the flat. sensitised. unexposed. of any material other than paper. paperboard or textiles; instant print film in the flat. sensitised. unexposed. whether or not in packs
927507,4,370110,3.7011E+11,3.701E+11,3701.1,37.01,Photographic plates and film in the flat. sensitised. unexposed. for X-ray (excl. of paper. paperboard and textiles)
927508,4,370120,3.7012E+11,3.701E+11,3701.2,37.01,.nstant print film in the flat. sensitised. unexposed. whether or not in packs
927509,4,370130,3.7013E+11,3.701E+11,3701.3,37.01,Photographic plates and film in the flat. sensitised. unexposed. with any side > 255 mm
927510,4,370191,3.70191E+11,3.701E+11,,37.01,
927511,5,370191,3.70191E+11,3.70191E+11,3701.91,,"Photographic plates and film in the flat. sensitised. unexposed. of any material other than paper. paperboard or textiles. for colour photography ""polychrome"" (excl. instant print film)"
927512,5,370199,3.70199E+11,3.70191E+11,3701.99,,Photographic plates and film in the flat for monochrome photography. sensitised. unexposed. of any material other than paper. paperboard or textiles (excl. X-ray film and photographic plates. film in the flat with any side > 255 mm. and instant print film)
927513,3,370200,3.702E+11,3.70021E+11,37.02,37,Photographic film in rolls. sensitised. unexposed. of any material other than paper. paperboard or textiles; instant print film in rolls. sensitised. unexposed
927514,4,370210,3.7021E+11,3.702E+11,3702.1,37.02,Photographic film in rolls. unexposed. for X-ray (excl. of paper. paperboard or textiles)
927515,4,370231,3.70231E+11,3.702E+11,,37.02,
927516,5,370231,3.70231E+11,3.70231E+11,3702.31,,"Photographic film ""incl. instant print film"". in rolls. sensitised. unexposed. without perforations. width <= 105 mm. for colour photography ""polychrome"" (excl. that of paper. paperboard or textiles)"
927517,5,370232,3.70232E+11,3.70231E+11,3702.32,,"Photographic film ""incl. instant print film"". in rolls. sensitised. unexposed. without perforations. width <= 105 mm. with silver halide emulsion for monochrome photography (excl. that of paper. paperboard or textiles and X-ray film)"
927518,5,370239,3.70239E+11,3.70231E+11,3702.39,,"Photographic film ""incl. instant print film"". sensitised. in rolls. unexposed. without perforations. width <= 105 mm. for monochrome photography (excl. film with silver halide emulsion. film made of paper. paperboard or textiles and X-ray film)"
927519,4,370241,3.70241E+11,3.702E+11,,37.02,
927520,5,370241,3.70241E+11,3.70241E+11,3702.41,,"Photographic film ""incl. instant print film"". sensitised. in rolls. unexposed. without perforations. width > 610 mm. length > 200 m. for colour photography ""polychrome"" (excl. that of paper. paperboard or textiles)"
927521,5,370242,3.70242E+11,3.70241E+11,3702.42,,"Photographic film ""incl. instant print film"". sensitised. in rolls. unexposed. without perforations. width > 610 mm. length > 200 m. for monochrome photography (excl. that of paper. paperboard or textiles)"
927522,5,370243,3.70243E+11,3.70241E+11,3702.43,,"Photographic film ""incl. instant print film"". sensitised. in rolls. unexposed. without perforations. width > 610 mm. length <= 200 m (excl. that of paper. paperboard or textiles)"
927523,5,370244,3.70244E+11,3.70241E+11,3702.44,,"Photographic film ""incl. instant print film""m. sensitised. in rolls. unexposed. without perforations. width > 105 mm to 610 mm (excl. that of paper. paperboard or textiles)"
927524,4,370252,3.70252E+11,3.702E+11,,37.02,
927525,5,370252,3.70252E+11,3.70252E+11,3702.52,,"Photographic film. sensitised. in rolls. unexposed. with perforations. for colour photography ""polychrome"". width <= 16 mm (excl. of paper. paperboard or textiles)"
927526,5,370253,3.70253E+11,3.70252E+11,3702.53,,"Photographic film. sensitised. in rolls. unexposed. with perforations. for colour photography ""polychrome"". width > 16 mm to 35 mm. length <= 30 m. for slides"
927527,5,370254,3.70254E+11,3.70252E+11,3702.54,,"Photographic film. sensitised. in rolls. unexposed. with perforations. for colour photography ""polychrome"". width > 16 mm but <= 35 mm. length <= 30 m (excl. of paper. paperboard and textiles; for slides)"
927528,5,370255,3.70255E+11,3.70252E+11,3702.55,,"Photographic film. sensitised. in rolls. unexposed. with perforations. for colour photography ""polychrome"". width > 16 mm but <= 35 mm. length > 30 m (excl. of paper. paperboard and textiles; for slides)"
927529,5,370256,3.70256E+11,3.70252E+11,3702.56,,"Photographic film. sensitised. in rolls. unexposed. with perforations. for colour photography ""polychrome"". width > 35 mm (excl. that of paper. paperboard or textiles)"
927530,4,370296,3.70296E+11,3.702E+11,,37.02,
927531,5,370296,3.70296E+11,3.70296E+11,3702.96,,Photographic film. sensitised. in rolls. unexposed. with perforations. for monochrome photography. width <= 35 mm. length <= 30 m (excl. of paper. paperboard and textiles; X-ray film)
927532,5,370297,3.70297E+11,3.70296E+11,3702.97,,Photographic film. sensitised. in rolls. unexposed. with perforations. for monochrome photography. width <= 35 mm. length > 30 m (excl. of paper. paperboard and textiles; X-ray film)
927533,5,370298,3.70298E+11,3.70296E+11,3702.98,,Photographic film. sensitised. in rolls. unexposed. with perforations. for monochrome photography. width > 35 mm (excl. of paper. paperboard and textiles; X-ray film)
927534,3,370300,3.703E+11,3.70021E+11,37.03,37,Photographic paper. paperboard and textiles. sensitised. unexposed
927535,4,370310,3.7031E+11,3.703E+11,3703.1,37.03,Photographic paper. paperboard and textiles. sensitised. unexposed. in rolls > 610 mm wide
927536,4,370320,3.7032E+11,3.703E+11,3703.2,37.03,"Photographic paper. paperboard and textiles. sensitised. unexposed. for colour photography ""polychrome"" (excl. products in rolls > 610 mm wide)"
927537,4,370390,3.7039E+11,3.703E+11,3703.9,37.03,Photographic paper. paperboard and textiles. sensitised. unexposed. for monochrome photography (excl. products in rolls > 610 mm wide)
927538,3,370400,3.704E+11,3.70021E+11,3704,37,Photographic plates. film. paper. paperboard and textiles. exposed but not developed
927539,3,370500,3.705E+11,3.70021E+11,37.05,37,Photographic plates and film. exposed and developed (excl. products made of paper. paperboard or textiles. cinematographic film and ready-to-use plates)
927540,4,370510,3.7051E+11,3.705E+11,3705.1,37.05,Photographic plates and film. exposed and developed. for offset reproduction (excl. products made of paper. paperboard or textiles and ready-to-use plates)
927541,4,370590,3.7059E+11,3.705E+11,3705.9,37.05,Photographic plates and film. exposed and developed (excl. products made of paper. paperboard or textiles. cinematographic film and film for offset reproduction)
927542,3,370600,3.706E+11,3.70021E+11,37.06,37,Cinematographic film. exposed and developed. whether or not incorporating soundtrack or consisting only of soundtrack
927543,4,370610,3.7061E+11,3.706E+11,3706.1,37.06,Cinematographic film. exposed and developed. whether or not incorporating soundtrack or consisting only of soundtrack. width >= 35 mm
927544,4,370690,3.7069E+11,3.706E+11,3706.9,37.06,Cinematographic film. exposed and developed. whether or not incorporating soundtrack or consisting only of soundtrack. width < 35 mm
927545,3,370700,3.707E+11,3.70021E+11,37.07,37,Chemical preparations for photographic uses (excl. varnishes. glues. adhesives and similar preparations); unmixed products for photographic uses. in measured doses or put up for retail sale ready for use (excl. salts. precious-metal compounds and products of heading 2843 to 2846)
927546,4,370710,3.7071E+11,3.707E+11,3707.1,37.07,"Sensitising emulsions ""for photographic uses"""
927547,4,370790,3.7079E+11,3.707E+11,3707.9,37.07,Preparation of chemicals for photographic uses. incl. unmixed products put up in measured portions or put up for retail sale in a form ready for use (excl. varnishes. glues. adhesives and similar preparations. sensitising emulsions and salts and precious-metal compounds etc. of heading 2843 to 2846)
927548,2,380021,3.80021E+11,2.80011E+11,38,V.,M.SCELLANEOUS CHEM.CAL PRODUCTS
927549,3,380100,3.801E+11,3.80021E+11,38.01,38,Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in the form of pastes. blocks. plates or other semi-manufactures
927550,4,380110,3.8011E+11,3.801E+11,3801.1,38.01,Artificial graphite (excl. retort graphite. retort carbon and goods of artificial graphite. incl. refractory materials based on artificial graphite)
927551,4,380120,3.8012E+11,3.801E+11,3801.2,38.01,Colloidal or semi-colloidal graphite
927552,4,380130,3.8013E+11,3.801E+11,3801.3,38.01,Carbonaceous pastes for electrodes and similar pastes for furnace linings
927553,4,380190,3.8019E+11,3.801E+11,3801.9,38.01,Preparations based on graphite or other carbon in the form of pastes. blocks. plates or other semi-manufactures (excl. carbonaceous pastes for electrodes and similar pastes for furnace linings)
927554,3,380200,3.802E+11,3.80021E+11,38.02,38,Activated carbon; activated natural mineral products; animal black. whether or not spent
927555,4,380210,3.8021E+11,3.802E+11,3802.1,38.02,Activated carbon (excl. medicaments or deodorant products for fridges. vehicles etc.. put up for retail sale)
927556,4,380290,3.8029E+11,3.802E+11,3802.9,38.02,Activated kieselguhr and other activated natural mineral products; animal black. whether or not spent (excl. activated carbon. calcinated diatomite without the addition of sintering agents and activated chemical products)
927557,3,380300,3.803E+11,3.80021E+11,3803,38,Tall oil. whether or not refined
927558,3,380400,3.804E+11,3.80021E+11,3804,38,"Residual lyes from the manufacture of wood pulp. whether or not concentrated. desugared or chemically treated. incl. lignin sulphonates (excl. tall oil. sodium hydroxide ""caustic soda"" and sulphate pitch)"
927559,3,380500,3.805E+11,3.80021E+11,38.05,38,Gum. wood or sulphate turpentine and other terpenic oils produced by the distillation or other treatment of coniferous woods; crude dipentene; sulphite turpentine and other crude para-cymene; pine oil containing alpha-terpineol as the main constituent
927560,4,380510,3.8051E+11,3.805E+11,3805.1,38.05,Gum. wood or sulphate turpentine oils
927561,4,380590,3.8059E+11,3.805E+11,3805.9,38.05,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by the distillation or other treatment of coniferous woods (excl. gum turpentine. wood turpentine and sulphate turpentine)
927562,3,380600,3.806E+11,3.80021E+11,38.06,38,Rosin. resin acids and derivatives thereof; rosin spirit and rosin oils; run gums
927563,4,380610,3.8061E+11,3.806E+11,3806.1,38.06,Rosin and resin acids
927564,4,380620,3.8062E+11,3.806E+11,3806.2,38.06,Salts of rosin. of resin acids or of derivatives of rosin or resin acids (excl. salts of rosin adducts)
927565,4,380630,3.8063E+11,3.806E+11,3806.3,38.06,Ester gums
927566,4,380690,3.8069E+11,3.806E+11,3806.9,38.06,"Derivatives of rosin. incl. salts of rosin adducts. and of resin acids. light and heavy resin oils and modified natural resins obtained by heat treatment ""run gums"" (excl. salts of rosin. of resin acids or salts of derivatives of rosin or resin acids. and ester gums)"
927567,3,380700,3.807E+11,3.80021E+11,3807,38,Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar preparations based on rosin. resin acids or vegetable pitch (excl. Burgundy pitch. yellow pitch. stearin pitch. fatty acid pitch. fatty tar and glycerin pitch)
927568,3,380800,3.808E+11,3.80021E+11,38.08,38,.nsecticides. rodenticides. fungicides. herbicides. anti-sprouting products and plant-growth regulators. disinfectants and similar products. put up for retail sale or as preparations or articles. e.g. sulphur-treated bands. wicks and candles. and fly-papers
927569,4,380850,3.8085E+11,3.808E+11,3808.5,38.08,Goods of heading 3808 containing one or more of the following substances: aldrin (.SO); binapacryl (.SO); camphechlor (.SO) (toxaphene); captafol (.SO); chlordane (.SO); chlordimeform (.SO); chlorobenzilate (.SO); DDT (.SO) (clofenotane (.NN). 1.1.1-trichloro-2.2-bis(p-chlorophenyl)ethane); dieldrin (.SO. .NN); 4.6-dinitro-o-cresol (DNOC (.SO)) or its salts; dinoseb (.SO). its salts or its esters; ethylene dibromide (.SO) (1.2-dibromoethane); ethylene dichloride (.SO) (1.2-dichloroethane); fluoroacetamide (.SO); heptachlor (.SO); hexachlorobenzene (.SO); 1.2.3.4.5.6-hexachlorocyclohexane (HCH (.SO)). including lindane (.SO. .NN); mercury compounds; methamidophos (.SO); monocrotophos (.SO); oxirane (ethylene oxide); parathion (.SO); parathion-methyl (.SO) (methyl-parathion); pentachlorophenol (.SO). its salts or its esters; phosphamidon (.SO); 2.4.5-T (.SO) (2.4.5-trichlorophenoxyacetic acid). its salts or its esters; tributyltin compounds. Also dustable powder formulations containing a mixture of benomyl (.SO). carbofuran (.SO) and thiram (.SO).
927570,4,380891,3.80891E+11,3.808E+11,,38.08,
927571,5,380891,3.80891E+11,3.80891E+11,3808.91,,.nsecticides (excl. goods of subheading 3808.50)
927572,5,380892,3.80892E+11,3.80891E+11,3808.92,,Fungicides (excl. goods of subheading 3808.50)
927573,5,380893,3.80893E+11,3.80891E+11,3808.93,,Herbicides. anti-sprouting products and plant-growth regulators (excl.  goods of subheading 3808.50)
927574,5,380894,3.80894E+11,3.80891E+11,3808.94,,Disinfectants (excl. goods of subheading 3808.50)
927575,5,380899,3.80899E+11,3.80891E+11,3808.99,,Rodenticides and other plant protection products put up for retail sale or as preparations or articles (excl. insecticides. fungicides. herbicides. disinfectants. and goods of subheading 3808.50)
927576,3,380900,3.809E+11,3.80021E+11,38.09,38,Finishing agents. dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations such as dressings and mordants of a kind used in the textile. paper. leather or like industries. n.e.s.
927577,4,380910,3.8091E+11,3.809E+11,3809.1,38.09,Finishing agents. dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations such as dressings and mordants of a kind used in the textile. paper. leather or like industries. n.e.s.. based on starch or derivatives thereof
927578,4,380991,3.80991E+11,3.809E+11,,38.09,
927579,5,380991,3.80991E+11,3.80991E+11,3809.91,,Finishing agents. dye carriers to accelerate the dyeing or fixing of dyestuffs. and other products and preparations. e.g. dressings and mordants of a kind used in the textile or similar industries. n.e.s. (excl. those with a basis of amylaceous substances)
927580,5,380992,3.80992E+11,3.80991E+11,3809.92,,Finishing agents. dye carriers to accelerate the dyeing or fixing of dyestuffs. and other products and preparations. e.g. dressings and mordants of a kind used in the paper or similar industries. n.e.s. (excl. those with a basis of amylaceous substances)
927581,5,380993,3.80993E+11,3.80991E+11,3809.93,,Finishing agents. dye carriers to accelerate the dyeing or fixing of dyestuffs. and other products and preparations. e.g. dressings and mordants of a kind used in the leather or similar industries. n.e.s. (excl. those with a basis of amylaceous substances)
927582,3,381000,3.81E+11,3.80021E+11,38.1,38,Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering. brazing or welding; soldering. brazing or welding pastes and powders consisting of metal and other materials; preparations of a kind used as coatings or cores for welding electrodes or rods
927583,4,381010,3.8101E+11,3.81E+11,3810.1,38.1,Pickling preparations for metal surfaces; soldering. brazing or welding pastes and powders consisting of metal and other materials
927584,4,381090,3.8109E+11,3.81E+11,3810.9,38.1,Fluxes and other auxiliary preparations for soldering. brazing or welding; preparations of a kind used as cores or coatings for welding electrodes or rods (excl. soldering. brazing or welding powders and pastes consisting of metal and other materials. and welding electrodes or rods of base metals or metal carbides coated with fluxes)
927585,3,381100,3.811E+11,3.80021E+11,38.11,38,Anti-knock preparations. oxidation inhibitors. gum inhibitors. viscosity improvers. anti-corrosive preparations and other prepared additives. for mineral oils. incl. gasoline. or for other liquids used for the same purposes as mineral oils
927586,4,381111,3.81111E+11,3.811E+11,,38.11,
927587,5,381111,3.81111E+11,3.81111E+11,3811.11,,Anti-knock preparations for motor fuels based on lead compounds
927588,5,381119,3.81119E+11,3.81111E+11,3811.19,,Anti-knock preparations for motor fuels (excl. those based on lead compounds)
927589,4,381121,3.81121E+11,3.811E+11,,38.11,
927590,5,381121,3.81121E+11,3.81121E+11,3811.21,,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil
927591,5,381129,3.81129E+11,3.81121E+11,3811.29,,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil
927592,4,381190,3.8119E+11,3.811E+11,3811.9,38.11,Oxidation inhibitors. gum inhibitors. viscosity improvers. anti-corrosive preparations and other prepared additives for mineral oils. incl. gasoline. or for other liquids used for the same purposes as mineral oils (excl. anti-knock preparations and oil lubricant additives)
927593,3,381200,3.812E+11,3.80021E+11,38.12,38,Prepared rubber accelerators; compound plasticisers for rubber or plastics. n.e.s.; anti-oxidising preparations and other compound stabilisers for rubber or plastics
927594,4,381210,3.8121E+11,3.812E+11,3812.1,38.12,Prepared rubber accelerators
927595,4,381220,3.8122E+11,3.812E+11,3812.2,38.12,Compound plasticisers for rubber or plastics. n.e.s.
927596,4,381230,3.8123E+11,3.812E+11,3812.3,38.12,Anti-oxidising preparations and other compound stabilisers for rubber or plastics
927597,3,381300,3.813E+11,3.80021E+11,3813,38,Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excl. full or empty fire-extinguishing devices. whether or not portable. unmixed chemically undefined products with fire-extinguishing properties in other forms)
927598,3,381400,3.814E+11,3.80021E+11,3814,38,Organic composite solvents and thinners. n.e.s.; prepared paint or varnish removers (excl. nail varnish remover)
927599,3,381500,3.815E+11,3.80021E+11,38.15,38,Reaction initiators. reaction accelerators and catalytic preparations. n.e.s. (excl. rubber accelerators)
927600,4,381511,3.81511E+11,3.815E+11,,38.15,
927601,5,381511,3.81511E+11,3.81511E+11,3815.11,,Supported catalysts with nickel or a nickel compound as the active substance. n.e.s.
927602,5,381512,3.81512E+11,3.81511E+11,3815.12,,Supported catalysts with precious metal or a precious-metal compound as the active substance. n.e.s.
927603,5,381519,3.81519E+11,3.81511E+11,3815.19,,Supported catalysts. n.e.s. (excl. with precious metal. a precious-metal compound. nickel or a nickel compound as the active substance)
927604,4,381590,3.8159E+11,3.815E+11,3815.9,38.15,Reaction initiators. reaction accelerators and catalytic preparations. n.e.s. (excl. rubber accelerators and supported catalysts)
927605,3,381600,3.816E+11,3.80021E+11,3816,38,Refractory cements. mortars. concretes and similar compositions (excl. preparations based on graphite or other carbonaceous substances)
927606,3,381700,3.817E+11,3.80021E+11,3817,38,Mixed alkylbenzenes and mixed alkylnaphthalenes produced by the alkylation of benzene and naphthalene (excl. mixed isomers of cyclic hydrocarbons)
927607,3,381800,3.818E+11,3.80021E+11,3818,38,Chemical elements and compounds doped for use in electronics. in the form of discs. wafers. cylinders. rods or similar forms. or cut into discs. wafers or similar forms. whether or not polished or with a uniform epitaxial coating (excl. elements that have been further processed. e.g. by selective diffusion)
927608,3,381900,3.819E+11,3.80021E+11,3819,38,Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing petroleum oil or bituminous mineral oil. or containing < 70% petroleum oil or bituminous mineral oil by weight
927609,3,382000,3.82E+11,3.80021E+11,3820,38,Anti-freezing preparations and prepared de-icing fluids (excl. prepared additives for mineral oils or other liquids used for the same purposes as mineral oils)
927610,3,382100,3.821E+11,3.80021E+11,3821,38,"Prepared culture media for the development or maintenance of micro-organisms ""incl. viruses and the like"" or of plant. human or animal cells"
927611,3,382200,3.822E+11,3.80021E+11,3822,38,Diagnostic or laboratory reagents on a backing. prepared diagnostic or laboratory reagents whether or not on a backing. and certified reference materials (excl. compound diagnostic reagents designed to be administered to the patient. blood-grouping reagents. animal blood prepared for therapeutic. prophylactic or diagnostic uses and vaccines. toxins. cultures of micro-organisms and similar products)
927612,3,382300,3.823E+11,3.80021E+11,38.23,38,.ndustrial monocarboxylic fatty acids; acid oils from refining; industrial fatty alcohols
927613,4,382311,3.82311E+11,3.823E+11,,38.23,
927614,5,382311,3.82311E+11,3.82311E+11,3823.11,,Stearic acid. industrial
927615,5,382312,3.82312E+11,3.82311E+11,3823.12,,Oleic acid. industrial
927616,5,382313,3.82313E+11,3.82311E+11,3823.13,,Tall oil fatty acids. industrial
927617,5,382319,3.82319E+11,3.82311E+11,3823.19,,Fatty acids. industrial. monocarboxylic; acid oils from refining (excl. stearic acid. oleic acid and tall oil fatty acids)
927618,4,382370,3.8237E+11,3.823E+11,3823.7,38.23,Fatty alcohols. industrial
927619,3,382400,3.824E+11,3.80021E+11,38.24,38,Prepared binders for foundry moulds or cores; chemical products and preparations for the chemical or allied industries. incl. mixtures of natural products. n.e.s.
927620,4,382410,3.8241E+11,3.824E+11,3824.1,38.24,Prepared binders for foundry moulds or cores
